iter	F1:use_weights=false	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
457	0.7177127694	0.3547650014	0.8408723036	0.8581231514
458	0.7177434888	0.3546504732	0.8408883298	0.8581446625
459	0.7178049355	0.3545414761	0.8409203821	0.8581876849
460	0.7181067317	0.3544519129	0.8411407417	0.8583059962
461	0.7180913662	0.3543567678	0.8411327286	0.8582952407
462	0.7182559209	0.3542574513	0.8412529248	0.8583597741
463	0.7183568678	0.3541855599	0.8413170294	0.858413552
464	0.7184918903	0.3541125929	0.8413931536	0.8584995967
465	0.7187078832	0.3539257159	0.8415574217	0.8585748857
466	0.7188703466	0.3537956669	0.8416535786	0.8586716859
467	0.7189665497	0.3537029786	0.8417497356	0.8586716859
468	0.7189030781	0.3536119604	0.841693644	0.8586609304
469	0.7194660163	0.3535172311	0.842050226	0.8589620866
470	0.7195241967	0.3534986996	0.8420862848	0.8589943533
471	0.7196113679	0.3534066815	0.8421143306	0.859080398
472	0.7196541688	0.3533474242	0.8421423764	0.8591019091
473	0.7196473659	0.3532758288	0.8421503894	0.859080398
474	0.7198801626	0.3532179199	0.8422946248	0.8592094649
475	0.7199948627	0.3531127062	0.8423427033	0.8593062651
476	0.719986299	0.3530461966	0.8423266771	0.8593170207
477	0.7200154096	0.3529929901	0.8423707491	0.8592955095
478	0.720311764	0.3528563717	0.842518991	0.8595106211
479	0.7203134031	0.3528245289	0.8425430302	0.8594783544
480	0.7205463615	0.3526831039	0.8426872656	0.8596074213
481	0.7205070012	0.3525370804	0.8426552133	0.8595966658
482	0.7206389311	0.3524515188	0.8427353441	0.8596719548
483	0.7205787919	0.3523184255	0.842727331	0.8595966658
484	0.7204812056	0.3522902422	0.8426592198	0.8595536435
485	0.7207176347	0.3521585468	0.8427994487	0.859693466
486	0.7208460896	0.352070394	0.842883586	0.8597579995
487	0.7208137045	0.3520018881	0.8428435206	0.859768755
488	0.7208600124	0.3518896294	0.8428675599	0.8598010218
489	0.7209660843	0.3518101031	0.8429516972	0.8598332885
490	0.7210861046	0.3517198326	0.8430198083	0.8599085776
491	0.7213760898	0.3516272877	0.8431760633	0.860102178
492	0.7213536089	0.3515920871	0.8431760633	0.8600699113
493	0.7215881106	0.3514276929	0.843344338	0.8601667115
494	0.7215761859	0.3513035275	0.8433323183	0.8601667115
495	0.7216393302	0.3512118012	0.8433884099	0.8601774671
496	0.7217214431	0.351112912	0.843448508	0.8602097338
497	0.7219938335	0.3510614831	0.8436247957	0.8603495563
498	0.7220366564	0.3509532736	0.8436528414	0.8603710675
499	0.7219831738	0.3509215265	0.8436368153	0.8603172896
500	0.722028309	0.3508343807	0.8436368153	0.8603818231
501	0.7221329907	0.3507880224	0.8436969134	0.8604463565
502	0.7221365544	0.3507210164	0.8436929068	0.8604571121
503	0.7221758218	0.3506410859	0.8437249591	0.8604678677
504	0.72232336	0.3505334904	0.843813103	0.8605539123
505	0.7223971385	0.3504344031	0.8438571749	0.8605969347
506	0.7225411241	0.3503520238	0.8439493253	0.8606722237
507	0.7227707927	0.350244163	0.8440975672	0.8607905351
508	0.722606628	0.3501958413	0.8439773711	0.8607260016
509	0.722641186	0.3501519278	0.8439893907	0.8607582684
510	0.7227056453	0.3500570422	0.8439933972	0.860844313
511	0.7227485104	0.3499839311	0.844021443	0.8608658241
512	0.7228223594	0.3499230324	0.8440655149	0.8609088465
513	0.7229437229	0.3497986537	0.8441576653	0.8609518688
514	0.7230676898	0.3497396658	0.8442217699	0.8610379134
515	0.7231379273	0.3496302104	0.8442698484	0.8610701802
516	0.7231352718	0.3495241285	0.8442978942	0.8610271578
517	0.7230960442	0.349441582	0.8442658419	0.8610164023
518	0.7232437529	0.349379981	0.8443539857	0.8611024469
519	0.7229783312	0.3492775948	0.8441696849	0.8609841355
520	0.7232035671	0.3491724752	0.8442978942	0.8611239581
521	0.7233166842	0.3490972031	0.8443740184	0.861177736
522	0.7234224966	0.3490094943	0.8444581557	0.8612100027
523	0.7235666059	0.3489316853	0.8445503061	0.8612852917
524	0.7236870311	0.3488911757	0.8446184173	0.8613605808
525	0.723597625	0.3488004535	0.8445663323	0.8613068029
526	0.7237143898	0.3487134192	0.84463845	0.8613713364
527	0.7237654321	0.3486688968	0.8446825219	0.861382092
528	0.7237874694	0.3485648789	0.8446584826	0.8614466254
529	0.723744586	0.3484717	0.8446304369	0.8614251143
530	0.723923486	0.3483862755	0.8447346069	0.8615326701
531	0.7237903226	0.3483336838	0.8446304369	0.8614896478
532	0.723930854	0.3482751784	0.8447265938	0.8615541812
533	0.7241763898	0.3482133258	0.8448828488	0.8616832482
534	0.7242429442	0.3481102592	0.8449349338	0.8617047593
535	0.724309487	0.3480527046	0.8449870188	0.8617262705
536	0.7244959245	0.3479110278	0.8450831757	0.8618553375
537	0.7245935395	0.3477981125	0.8451512869	0.8618983598
538	0.7245388245	0.3477151351	0.8451112215	0.8618768486
539	0.7245624571	0.3476442652	0.8451352607	0.8618768486
540	0.7248235774	0.3475434585	0.8452995288	0.8620166711
541	0.724878279	0.3474563806	0.8453395942	0.8620381823
542	0.7252370126	0.3473298887	0.8455719735	0.8622210272
543	0.7253421425	0.3472067807	0.8456320715	0.8622855606
544	0.7253501491	0.3471312108	0.8456480977	0.8622748051
545	0.7253345916	0.3469471294	0.8456400846	0.8622640495
546	0.7253619303	0.3468978346	0.8456601173	0.8622748051
547	0.7256621984	0.3467693903	0.8458564377	0.8624253832
548	0.7257867302	0.346726824	0.8459205423	0.8625114278
549	0.7260091802	0.3466403357	0.8460767973	0.862608228
550	0.7259856708	0.3465560628	0.8460527581	0.862608228
551	0.7261261261	0.3464822615	0.846148915	0.8626727615
552	0.7262040116	0.3463847398	0.8461889804	0.8627265394
553	0.7262507509	0.3463410305	0.8462130196	0.8627588061
554	0.7263094676	0.3462852187	0.8462731177	0.8627588061
555	0.7263796838	0.3461783184	0.8463211962	0.8627910729
556	0.726449897	0.3461094405	0.8463692747	0.8628233396
557	0.7265551266	0.3460330075	0.8464293727	0.8628878731
558	0.7265316629	0.345941006	0.8464053335	0.8628878731
559	0.7265160778	0.3458963061	0.8463973204	0.8628771175
560	0.7266525069	0.3458175166	0.8464734447	0.8629631621
561	0.7265356898	0.345662027	0.8464253662	0.8628663619
562	0.7267227323	0.3455115265	0.8465215231	0.8629954289
563	0.7267579047	0.3454439484	0.846557582	0.8629954289
564	0.7268125268	0.3453870634	0.8465976474	0.86301694
565	0.7270193194	0.3452881294	0.8467699285	0.8630707179
566	0.726910128	0.3452195919	0.8466897977	0.8630276956
567	0.7269607738	0.3451438643	0.8467098304	0.8630707179
568	0.7271011602	0.3450363357	0.8468059874	0.8631352514
569	0.7269997855	0.3449983983	0.8467418828	0.8630814735
570	0.726949138	0.3448772539	0.8467218501	0.8630384512
571	0.7271011602	0.3448300567	0.8468059874	0.8631352514
572	0.727261029	0.3447860571	0.8469061508	0.863221296
573	0.7271401613	0.3446469196	0.8468380397	0.863146007
574	0.7273702044	0.3445719354	0.8469862816	0.8632643184
575	0.7275769602	0.3444706395	0.8470864451	0.8634148965
576	0.7275145898	0.3443830579	0.8470303535	0.8634041409
577	0.7274755927	0.344301589	0.8469983012	0.8633933853
578	0.7274716787	0.3442833135	0.8470023078	0.8633826297
579	0.727643323	0.3442224884	0.8471144908	0.8634686744
580	0.7276510845	0.3441153398	0.847130517	0.8634579188
581	0.7277719385	0.3439631503	0.8472226674	0.8635009411
582	0.727584654	0.3438761027	0.8471265105	0.8633718742
583	0.7278538029	0.3437792877	0.8472827655	0.8635332079
584	0.7279395993	0.3436464389	0.847338857	0.8635762302
585	0.7279591574	0.3436081289	0.8473428636	0.8635977413
586	0.7281384724	0.3435214103	0.8474710728	0.8636730304
587	0.7282165687	0.3434728363	0.8475111382	0.8637268083
588	0.7282555072	0.3433593419	0.8475431905	0.8637375639
589	0.7283802334	0.3432736088	0.8476313343	0.8637913418
590	0.7284896068	0.343156125	0.8476874259	0.8638666308
591	0.7286415993	0.3431006373	0.8477956024	0.8639311643
592	0.7286415993	0.3429838379	0.8477956024	0.8639311643
593	0.7286183152	0.3428661146	0.8477715632	0.8639311643
594	0.7285129019	0.3428108852	0.8477114651	0.8638666308
595	0.7284856285	0.342793037	0.8476914324	0.8638558752
596	0.7286808401	0.3426541042	0.8478036155	0.8639741866
597	0.7288211949	0.3425773356	0.8478997724	0.8640387201
598	0.728875732	0.3425550583	0.8479398378	0.8640602312
599	0.7288095596	0.3424677	0.8478877528	0.8640387201
600	0.7288797357	0.3423880091	0.8479358313	0.8640709868
601	0.7288175596	0.3423401265	0.8478797397	0.8640602312
602	0.7290124649	0.3422503917	0.8480159621	0.8641462759
603	0.729293146	0.3421157692	0.8482082759	0.8642753428
604	0.7293668497	0.3420119976	0.8482763871	0.8642860984
605	0.7293012079	0.3419497022	0.8482002628	0.864296854
606	0.7294455887	0.3418559887	0.8482924132	0.864372143
607	0.7294728486	0.3417821913	0.8483124459	0.8643828986
608	0.7297569765	0.3417000058	0.8485247925	0.8644904544
609	0.7299796203	0.3416440629	0.8486570082	0.8646195214
610	0.7300497683	0.3416062789	0.8487050867	0.8646517881
611	0.7300538476	0.341555935	0.8487010802	0.8646625437
612	0.7302601943	0.3414700499	0.8488493221	0.8647485883
613	0.7302098082	0.3414003439	0.8488052502	0.8647378328
614	0.7300225249	0.3413309165	0.848685054	0.8646410325
615	0.7302057189	0.3412308352	0.8488092567	0.8647270772
616	0.7303310519	0.3411209151	0.8488733613	0.8648131218
617	0.7302608994	0.3411111939	0.8488252829	0.8647808551
618	0.7302193792	0.3410117395	0.8487491586	0.8648238774
619	0.7301996137	0.3409817702	0.8487451521	0.8648023662
620	0.7306412486	0.3408574722	0.8490135902	0.8650497446
621	0.7305900788	0.3407298822	0.8489935575	0.8650067222
622	0.7306528133	0.3407033911	0.8490256098	0.8650497446
623	0.7307692308	0.3405950176	0.8491217667	0.8650820113
624	0.7309335222	0.3405057398	0.8492179237	0.8651788115
625	0.7312885016	0.3404467827	0.8494543094	0.8653509008
626	0.7312695891	0.3403806394	0.8494262637	0.8653616564
627	0.7313512933	0.3403406884	0.8494863617	0.8653939231
628	0.7314099262	0.3402116447	0.8495224206	0.8654261898
629	0.7312695891	0.3401269068	0.8494262637	0.8653616564
630	0.7315083199	0.3400410374	0.8495664925	0.8655014789
631	0.731555441	0.3399986551	0.8495905317	0.8655337456
632	0.7315617756	0.3399204408	0.8496305971	0.8654907233
633	0.7318162301	0.3398323259	0.8497788391	0.8656413014
634	0.7315544297	0.3397260482	0.849614571	0.8655014789
635	0.7319262233	0.3396242484	0.8498349306	0.8657165905
636	0.7322721316	0.3395374317	0.8500112183	0.8659532132
637	0.7322836337	0.3394767734	0.8500232379	0.8659532132
638	0.7322866777	0.3394381428	0.8500432706	0.8659317021
639	0.7326345633	0.3393354444	0.8502636302	0.8661145469
640	0.7326932577	0.3392742349	0.8502996891	0.8661468137
641	0.7326890034	0.3391833406	0.8503036956	0.8661360581
642	0.7327778732	0.3391079227	0.8503798199	0.8661575692
643	0.7328421369	0.3390042903	0.8503878329	0.8662328583
644	0.732822132	0.3389091173	0.8503838264	0.8662113471
645	0.7329067171	0.3388044382	0.8504639572	0.8662221027
646	0.7329467354	0.3387021681	0.8504719703	0.866265125
647	0.7331271212	0.338580152	0.8505761403	0.8663726808
648	0.7333261733	0.3384879786	0.850708356	0.866469481
649	0.7331829412	0.3384382182	0.8505921664	0.8664264587
650	0.7333906317	0.3383586625	0.8507163691	0.8665447701
651	0.733601186	0.3382911877	0.8508606045	0.8666415703
652	0.7337387455	0.3382645905	0.8509367287	0.866727615
653	0.7336255802	0.3381946545	0.8508606045	0.8666738371
654	0.7337328951	0.3381128825	0.8509647745	0.8666845926
655	0.733870448	0.3380386847	0.8510408987	0.8667706373
656	0.7339149869	0.3379645495	0.8510449053	0.8668244152
657	0.7339378572	0.3379444816	0.8510689445	0.8668244152
658	0.7341500107	0.3378266921	0.8511891407	0.8669534821
659	0.7342702424	0.337712312	0.8512812911	0.8669965044
660	0.7341353383	0.3375792306	0.8512251995	0.8668889486
661	0.7342316206	0.3375188748	0.8512492388	0.8669857489
662	0.7342201973	0.3374419125	0.8512372191	0.8669857489
663	0.7343088592	0.3373387515	0.8513133434	0.86700726
664	0.7344236928	0.3372154251	0.8513654284	0.8670933047
665	0.7342561149	0.3370521335	0.8512492388	0.8670180156
666	0.7343464523	0.3369303807	0.8513013238	0.8670717935
667	0.7343393955	0.3368558316	0.8512852976	0.8670825491
668	0.7344008598	0.3367761484	0.8513413891	0.8670933047
669	0.7345903296	0.3366965085	0.8514375461	0.8672223716
670	0.7348281274	0.336622438	0.8516018142	0.8673299274
671	0.7347737289	0.3365439776	0.8515617488	0.8673084162
672	0.7349527085	0.3364698669	0.851689958	0.8673837053
673	0.7348527198	0.3364171585	0.8516018142	0.8673621941
674	0.7351132895	0.3363164788	0.8517901215	0.8674697499
675	0.735176506	0.3362071877	0.8518221738	0.8675127723
676	0.7351335082	0.3361491233	0.851794128	0.8674912611
677	0.7353054994	0.3360732083	0.8519063111	0.8675773057
678	0.7355116079	0.3359817344	0.852054553	0.8676633504
679	0.7355160479	0.335885206	0.8520505465	0.8676741059
680	0.7355046759	0.3358400222	0.8520385269	0.8676741059
681	0.7354414325	0.3357778958	0.8520064746	0.8676310836
682	0.7355659688	0.3357534057	0.8520946184	0.8676848615
683	0.7357833656	0.3356848424	0.85225488	0.8677709062
684	0.7356746765	0.3355672484	0.8521747492	0.8677278838
685	0.7359212449	0.3354561383	0.8523310042	0.8678569508
686	0.7359735264	0.3353596703	0.8523951088	0.8678461952
687	0.7360299175	0.3353101107	0.852411135	0.8678999731
688	0.7363331614	0.3352142133	0.8526274881	0.8680290401
689	0.7364371077	0.3351372215	0.8526675534	0.8681150847
690	0.7364982485	0.3350949899	0.852723645	0.8681258403
691	0.7364665936	0.3350727357	0.8527076188	0.8681043291
692	0.73655706	0.335003883	0.8527597038	0.868158107
693	0.7365887208	0.3349413233	0.85277573	0.8681796182
694	0.7366996132	0.3348597167	0.8528758935	0.8682011293
695	0.736728992	0.3347779562	0.8528718869	0.8682441517
696	0.7367471045	0.3347457065	0.8528999327	0.8682333961
697	0.736643026	0.3346545539	0.8528157954	0.8682011293
698	0.7370479403	0.3345914318	0.8530962531	0.8683839742
699	0.7372515311	0.3344826352	0.8532244623	0.86849153
700	0.7371905089	0.3344094307	0.8531683708	0.8684807744
701	0.7372380441	0.3343269301	0.85319241	0.8685130411
702	0.7373828562	0.3342387224	0.8532845604	0.8685883302
703	0.7373943707	0.3341795755	0.8532525081	0.8686421081
704	0.737340071	0.33416445	0.8532124427	0.8686205969
705	0.7372992497	0.3341389008	0.8532044296	0.8685775746
706	0.7372653579	0.3340837897	0.8531683708	0.8685775746
707	0.737437375	0.3339660093	0.8532805539	0.8686636193
708	0.7375279546	0.3339073216	0.8533326389	0.8687173971
709	0.7377429899	0.3338171892	0.8534728677	0.8688249529
710	0.7377542683	0.3337254157	0.8534848873	0.8688249529
711	0.7379918297	0.3335961585	0.8536491554	0.8689325087
712	0.7379897639	0.3335451092	0.8536291227	0.8689540199
713	0.7381571874	0.3333986392	0.8537453123	0.869029309
714	0.7383338351	0.333340104	0.8538534889	0.8691261092
715	0.7384291122	0.3332468198	0.8539015674	0.8691906426
716	0.7383927227	0.3331764901	0.8538895477	0.8691583759
717	0.7384787424	0.3331171759	0.8539456393	0.8692013982
718	0.7386441844	0.3330436323	0.8540417962	0.8692981984
719	0.738958414	0.3329572457	0.8542701689	0.8694272654
720	0.7386871989	0.3329133941	0.854069842	0.8693197096
721	0.7387162671	0.3328804331	0.8541099074	0.869308954
722	0.7387414512	0.3328154542	0.8541099074	0.8693412208
723	0.7389948603	0.3327522057	0.8542821885	0.8694595321
724	0.7391379162	0.3326514019	0.8543543062	0.8695563323
725	0.7392445362	0.3325841123	0.8544144043	0.8696208658
726	0.7392987739	0.3324955421	0.8544544697	0.869642377
727	0.7395091734	0.3324234328	0.8545987051	0.8697391772
728	0.7395680977	0.3324012168	0.8546347639	0.8697714439
729	0.7397224911	0.3323861989	0.8547189012	0.8698682442
730	0.7398662452	0.3322708729	0.8548551236	0.8698897553
731	0.739912243	0.3322161483	0.8548591301	0.8699435332
732	0.7399139785	0.3321432119	0.8548791628	0.869922022
733	0.7397690372	0.3320978603	0.8547870124	0.869846733
734	0.7399840864	0.3319711624	0.8549272413	0.8699542888
735	0.7401083778	0.331879017	0.8550153851	0.8700080667
736	0.7401767856	0.3318057612	0.8550434309	0.8700618446
737	0.7404874062	0.3317064191	0.8552317382	0.8702339339
738	0.7403806861	0.3316644361	0.8551716401	0.8701694004
739	0.7406387784	0.3315479982	0.8553399147	0.8702984673
740	0.740960616	0.3314808397	0.8555402417	0.8704705566
741	0.7408793667	0.3314153089	0.8554801436	0.8704382899
742	0.7409415612	0.3313149453	0.8554921632	0.8705028233
743	0.7408825871	0.3312939862	0.8554561044	0.8704705566
744	0.741046832	0.3312137581	0.8555322286	0.870588868
745	0.7410929432	0.3311541916	0.8556003398	0.8705673568
746	0.7412205199	0.3310580909	0.8556644444	0.8706534015
747	0.7414197491	0.3310077568	0.8557966601	0.8707502017
748	0.7414134458	0.3309348397	0.855780634	0.8707609572
749	0.7414453579	0.33089428	0.8557966601	0.8707824684
750	0.7415807708	0.3307994796	0.8558968236	0.8708362463
751	0.7416987669	0.330732052	0.8559689413	0.8709007798
752	0.741660569	0.3306619772	0.855936889	0.8708900242
753	0.7417403844	0.3305966702	0.8559769544	0.8709438021
754	0.7416750974	0.330574336	0.8559248694	0.8709222909
755	0.7416639759	0.3305123006	0.8559128498	0.8709222909
756	0.7418028375	0.3304482901	0.855988974	0.8710083356
757	0.7417118746	0.3303846715	0.855936889	0.8709545577
758	0.741820217	0.3303063417	0.8560170198	0.87099758
759	0.7419236812	0.3302455657	0.8561011571	0.8710298467
760	0.7423430404	0.3301316326	0.8563695952	0.8712449583
761	0.7425680766	0.3300248274	0.856501811	0.8713740253
762	0.7425508095	0.3299704107	0.8564737652	0.8713847809
763	0.7426923242	0.3299182808	0.8565899548	0.8714278032
764	0.7427021441	0.3298946605	0.8565819417	0.8714493143
765	0.7426369273	0.3298234746	0.8565298567	0.8714278032
766	0.7426529162	0.3297627223	0.8565378698	0.8714385588
767	0.7428423817	0.329664625	0.8566780987	0.8715138478
768	0.7427341227	0.3295980844	0.8565979679	0.8714708255
769	0.7428128432	0.3294849565	0.8566180006	0.8715461145
770	0.7427488642	0.3294231245	0.8565859483	0.8715030922
771	0.7429223449	0.3293064189	0.856718164	0.8715676257
772	0.7432336412	0.329230275	0.8569064714	0.871739715
773	0.7432877597	0.3291725461	0.8569465367	0.8717612261
774	0.743545018	0.3291134213	0.8570947787	0.8719118042
775	0.7435278914	0.3290372078	0.8570667329	0.8719225598
776	0.7436079698	0.3289618783	0.8571067983	0.8719763377
777	0.743792398	0.3288755312	0.8572510337	0.8720408712
778	0.7441409616	0.3287818853	0.8574513606	0.8722452272
779	0.7442862374	0.328714895	0.857543511	0.8723205163
780	0.7442732464	0.3285855529	0.857491426	0.8723635386
781	0.7443022705	0.3284910349	0.8575515241	0.8723312718
782	0.7442591875	0.3284241238	0.8575234783	0.8723097607
783	0.7440046541	0.3283566068	0.8573311645	0.8722129605
784	0.7440377448	0.3283153031	0.8573672233	0.8722129605
785	0.744359444	0.3282298761	0.8575475175	0.8724065609
786	0.7442952876	0.328154804	0.8575154652	0.8723635386
787	0.7440798121	0.328101591	0.8573752364	0.8722559828
788	0.7444616843	0.32801757	0.8576116222	0.8724603388
789	0.744612069	0.3279045552	0.857699766	0.8725463834
790	0.7448335309	0.3278390211	0.857856021	0.8726431837
791	0.74479133	0.3277460513	0.8578480079	0.8726001613
792	0.7448014308	0.3276811328	0.8578399949	0.8726216725
793	0.7448825684	0.3276223827	0.857900093	0.8726539392
794	0.7450059261	0.3275523801	0.8579682041	0.8727292283
795	0.7453118938	0.3274857794	0.8581404853	0.8729120731
796	0.7452738678	0.3274142772	0.858108433	0.8729013176
797	0.7453169796	0.3272848474	0.8581364787	0.8729228287
798	0.7453432218	0.3272452848	0.8581364787	0.8729550955
799	0.745590962	0.3271540963	0.8582927337	0.8730841624
800	0.745300914	0.3270954207	0.8581284657	0.8729120731
801	0.7452738678	0.3270453417	0.858108433	0.8729013176
802	0.745317787	0.3269770053	0.8581565114	0.8729013176
803	0.7455011745	0.3268862212	0.8582807141	0.8729873622
804	0.7458131264	0.3267797818	0.8584690214	0.8731594515
805	0.7457546763	0.3266919608	0.8584529953	0.8731056736
806	0.7459811231	0.3266405061	0.8586052438	0.8732132294
807	0.7459321997	0.3266221791	0.8585611718	0.8732024738
808	0.7458415927	0.3265614146	0.8585291195	0.8731271847
809	0.7457985004	0.3264660258	0.8585010738	0.8731056736
810	0.7459862509	0.32637536	0.8586012372	0.8732239849
811	0.746147048	0.3263224433	0.858681368	0.8733315407
812	0.7460337989	0.3262484389	0.8586052438	0.8732777628
813	0.7461039381	0.3261586516	0.8586533222	0.8733100296
814	0.7462976137	0.3260687502	0.8587695118	0.8734175854
815	0.7462873154	0.3259624307	0.8587775249	0.8733960742
816	0.7462493533	0.3259206446	0.8587454726	0.8733853186
817	0.7465505347	0.3258737142	0.8589217603	0.8735574079
818	0.7464108644	0.3257630319	0.8588456361	0.8734713633
819	0.7463729062	0.3256577195	0.8588135838	0.8734606077
820	0.7463297907	0.325617711	0.858785538	0.8734390965
821	0.7464160217	0.3255681278	0.8588416295	0.8734821188
822	0.7463297907	0.325508287	0.858785538	0.8734390965
823	0.7465942404	0.3254279413	0.8589698388	0.8735574079
824	0.7467023019	0.3253498221	0.8590499696	0.8736004302
825	0.7468799172	0.3252770764	0.8591581461	0.8736972304
826	0.7469230272	0.3252047332	0.8591861919	0.8737187416
827	0.7469178377	0.3251069469	0.8591901984	0.873707986
828	0.7469017393	0.3250657953	0.8591821853	0.8736972304
829	0.7471276756	0.3249804618	0.8593144011	0.8738262974
830	0.7472134187	0.3249040794	0.85935046	0.8738908309
831	0.7473214478	0.324849649	0.8594305907	0.8739338532
832	0.747504366	0.324762444	0.8595347607	0.874041409
833	0.7477102774	0.324640325	0.859723068	0.8740844313
834	0.7478448276	0.3245621218	0.8598031988	0.8741597204
835	0.7477852262	0.3245222961	0.8597471073	0.8741489648
836	0.7479145561	0.3244585392	0.8598312446	0.8742134983
837	0.7479145561	0.3244134186	0.8598312446	0.8742134983
838	0.7480866659	0.3243451921	0.859923395	0.874321054
839	0.7480547473	0.3242598538	0.8599274015	0.8742780317
840	0.7481949264	0.3241981755	0.8600235584	0.8743425652
841	0.7483456556	0.3241186993	0.8601117023	0.8744286098
842	0.7484368936	0.3240472163	0.8601437546	0.8745038989
843	0.7484215743	0.3239612875	0.8601958396	0.8744286098
844	0.7484863502	0.3238514239	0.8602479246	0.874450121
845	0.7482222126	0.3237870153	0.8600636238	0.8743318096
846	0.7485183509	0.3237076046	0.8602439181	0.8744931433
847	0.7485722906	0.3236507407	0.8602839835	0.8745146545
848	0.7486637931	0.3235889561	0.8603360685	0.8745684324
849	0.7486315245	0.3235064014	0.8603200423	0.8745469212
850	0.748556159	0.3234626435	0.8602759704	0.8745038989
851	0.7488684857	0.3234041828	0.8604642777	0.8746759882
852	0.7490304232	0.3233597391	0.8606045066	0.8747190105
853	0.7491380796	0.3232552917	0.8606646046	0.874783544
854	0.749331839	0.3231410041	0.8607607616	0.8749126109
855	0.7493857494	0.3230696277	0.8608008269	0.8749341221
856	0.7495635306	0.3230334084	0.8609090035	0.8750309223
857	0.7496766963	0.322948612	0.8609851277	0.8750847002
858	0.7496335891	0.3228838772	0.860957082	0.875063189
859	0.7496874865	0.322813128	0.8609971473	0.8750847002
860	0.7496712724	0.3227726255	0.8609691016	0.8750954558
861	0.7497413347	0.3227222042	0.86101718	0.8751277225
862	0.7498706227	0.3226205793	0.861061252	0.8752352783
863	0.7501509532	0.3225178261	0.8612335331	0.8753858564
864	0.7500646942	0.3224048332	0.8611774416	0.8753428341
865	0.750215666	0.3223058035	0.8612655854	0.8754288787
866	0.7504529376	0.3222328495	0.8614098208	0.8755579457
867	0.7502587992	0.3221804336	0.8612936312	0.8754503899
868	0.7501887118	0.3221564351	0.8612455527	0.8754181232
869	0.7503558335	0.322099482	0.8613617424	0.8754934122
870	0.7503127022	0.3220742085	0.8613336966	0.875471901
871	0.7502587992	0.3220026805	0.8612936312	0.8754503899
872	0.7505337848	0.3219046022	0.8614699189	0.8755902124
873	0.7505607315	0.321829709	0.8614899516	0.875600968
874	0.7505715888	0.3217537739	0.8614819385	0.8756224792
875	0.7506147276	0.3217040905	0.8615099843	0.8756439903
876	0.7507442723	0.3216296018	0.8615740889	0.875730035
877	0.7507442723	0.3215546371	0.8615740889	0.875730035
878	0.7508143674	0.3215069033	0.8616221674	0.8757623017
879	0.7509762043	0.321426091	0.8617223308	0.8758483463
880	0.7510572193	0.3213426975	0.8617623962	0.8759021242
881	0.7512622449	0.3212565045	0.8618906055	0.87600968
882	0.7512565524	0.3212385413	0.8619146447	0.8759774133
883	0.7513917059	0.321138437	0.8619747428	0.8760742135
884	0.7514892515	0.3210851739	0.8620027886	0.8761602581
885	0.7515593637	0.321043957	0.862050867	0.8761925249
886	0.7513864612	0.3210150827	0.8619587166	0.8760849691
887	0.7513595166	0.3209901175	0.8619386839	0.8760742135
888	0.7516833564	0.320909409	0.8621390109	0.8762463028
889	0.7518449786	0.3207849231	0.862259207	0.8763108362
890	0.7518994992	0.3207291594	0.862259207	0.8763753697
891	0.7519640853	0.3206612078	0.862311292	0.8763968809
892	0.7520825241	0.3205889886	0.8624034424	0.8764399032
893	0.7518991713	0.320524525	0.8622792397	0.8763538586
894	0.752282489	0.3204349089	0.8625156255	0.8765582146
895	0.7523201105	0.3204035642	0.8625476778	0.8765689702
896	0.7523470379	0.320311849	0.8625677105	0.8765797257
897	0.7526060214	0.320257638	0.8627359851	0.8767087927
898	0.7526440751	0.3202137724	0.8627480047	0.8767410594
899	0.7526227173	0.3201295196	0.8627239655	0.8767410594
900	0.7527146342	0.3201090422	0.8627760505	0.8767948373
901	0.7526928141	0.3200532842	0.862772044	0.8767733262
902	0.7525953424	0.320004574	0.8627239655	0.8767087927
903	0.7526542943	0.3199360329	0.8627800571	0.8767195483
904	0.7526867797	0.3198539646	0.8627960832	0.8767410594
905	0.7527299409	0.3198116202	0.862824129	0.8767625706
906	0.7530000863	0.3196917587	0.8629843905	0.8769131487
907	0.752908671	0.319607844	0.8629122728	0.876880882
908	0.7530270002	0.3195401019	0.8630044232	0.8769239043
909	0.7535618686	0.3194455775	0.8633289529	0.8772143049
910	0.753431161	0.3193860771	0.8632848809	0.8771067491
911	0.7536794855	0.3192886503	0.8634411359	0.8772358161
912	0.7537226466	0.3192469483	0.8634691817	0.8772573272
913	0.7538039842	0.3191673672	0.8635092471	0.8773111051
914	0.7537339204	0.3191480184	0.8634611686	0.8772788384
915	0.7537877153	0.3190741484	0.863501234	0.8773003496
916	0.7537332758	0.3190452585	0.8634812013	0.8772573272
917	0.7537658078	0.3190260483	0.8634972275	0.8772788384
918	0.7539278315	0.3189585543	0.8635973909	0.877364883
919	0.7539829886	0.3188673751	0.8635973909	0.8774294165
920	0.7539829886	0.3187860804	0.8635973909	0.8774294165
921	0.7541889791	0.3187139351	0.8637055675	0.8775584835
922	0.7540742979	0.3186110691	0.8636695086	0.8774616832
923	0.7544090664	0.3185441586	0.8638818552	0.8776337725
924	0.7544905009	0.3185024908	0.8639219206	0.8776875504
925	0.7544961893	0.3184384337	0.863917914	0.877698306
926	0.7544806737	0.31838315	0.8638898683	0.8777090616
927	0.7542427776	0.3183492479	0.8637456329	0.8775799946
