iter	F1	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
934	0.798028889	0.3716347242	0.8328311805	0.8518956709
935	0.7980425281	0.3716137186	0.832835187	0.8518849153
936	0.7981470635	0.3715877681	0.8329233309	0.8519709599
937	0.7980734322	0.3715653521	0.8328672393	0.8519279376
938	0.7981702447	0.3715476523	0.8329473701	0.8520032267
939	0.7981547904	0.3715308149	0.832931344	0.8519817155
940	0.7981566106	0.3715050633	0.8329433636	0.8520139823
941	0.798208883	0.3714567781	0.8329874355	0.8520570046
942	0.7982166111	0.3714084954	0.8329954486	0.8520677602
943	0.7981838776	0.3713726803	0.8329513766	0.8519924711
944	0.7982420476	0.3713389391	0.832991442	0.8520139823
945	0.798245699	0.3712911202	0.8330154813	0.8520785157
946	0.7983193277	0.3712523711	0.8330715728	0.852121538
947	0.7983929522	0.3712329666	0.8331276643	0.8521645604
948	0.7984470606	0.3711768428	0.8331837559	0.8522398494
949	0.7985593401	0.3710830877	0.8332799128	0.8523366496
950	0.7985361462	0.3710550067	0.8332558736	0.8523043829
951	0.7987764742	0.3709619992	0.8334241482	0.8524011831
952	0.7989508628	0.3708852907	0.8335443444	0.8524657166
953	0.799086316	0.3708326683	0.8336645405	0.8525947835
954	0.7990204619	0.3707938859	0.8336164621	0.8525625168
955	0.7990340549	0.3707801792	0.8336204686	0.8525517612
956	0.7990767042	0.3707303513	0.8336445078	0.8525517612
957	0.799115588	0.3706635688	0.8336445078	0.8524872277
958	0.7991427562	0.3705977972	0.8336525209	0.8524657166
959	0.7991059766	0.3705321747	0.8336244751	0.8524442054
960	0.7990556088	0.3705232576	0.8335924228	0.8524334499
961	0.7991078556	0.3705001064	0.8336364948	0.8524764722
962	0.7991891513	0.3704790646	0.8337005994	0.8525302501
963	0.7992395106	0.3704735216	0.8337326517	0.8525410056
964	0.7992472437	0.3704585801	0.8337406648	0.8525517612
965	0.7993266384	0.3704234616	0.8337927498	0.8525732724
966	0.7992994882	0.3703662226	0.8337847367	0.8525947835
967	0.7992955361	0.3703331878	0.8338007628	0.8526485614
968	0.7993593125	0.3702936227	0.8338768871	0.8527668728
969	0.7993728891	0.3702734583	0.8338808936	0.8527561172
970	0.7994038344	0.3702341597	0.8339129459	0.8527991396
971	0.7994541918	0.3701860714	0.8339449982	0.8528098951
972	0.7994019364	0.3701593336	0.8339009263	0.8527668728
973	0.7993031022	0.3701328423	0.8338488413	0.8527776284
974	0.7994096727	0.3700522389	0.8339089394	0.8527776284
975	0.799612872	0.3699618737	0.8340892336	0.8529712288
976	0.799612872	0.3699530522	0.8340892336	0.8529712288
977	0.7995547813	0.3699322477	0.8340491682	0.8529497177
978	0.7996864354	0.36985709	0.8341453252	0.8530142511
979	0.7995547813	0.3697995744	0.8340491682	0.8529497177
980	0.7997038313	0.3697248813	0.8341733709	0.853068029
981	0.7997115715	0.3697023898	0.834181384	0.8530787846
982	0.7998277339	0.3696697798	0.8342615148	0.8531218069
983	0.7999051706	0.3696278886	0.8343015802	0.8531110514
984	0.799941942	0.3695999535	0.8343296259	0.8531325625
985	0.8000212862	0.3695576023	0.834381711	0.8531540737
986	0.8000870764	0.3695541178	0.8344297894	0.8531863404
987	0.7999709717	0.3695170109	0.8343496586	0.8531433181
988	0.8000522499	0.3694899304	0.8344137633	0.853197096
989	0.8001548063	0.3694504699	0.8344898875	0.8532508739
990	0.8001780324	0.3694143693	0.8345139267	0.8532831406
991	0.8001354686	0.3693667459	0.8344898875	0.8532831406
992	0.8002167455	0.3692952029	0.8345539921	0.8533369185
993	0.8001838725	0.3692145553	0.8345499856	0.8533799408
994	0.8003116275	0.3691754104	0.8346621687	0.8534982522
995	0.8005515373	0.3690987329	0.8348304433	0.8535950524
996	0.8005437912	0.3690932383	0.8348224302	0.8535842969
997	0.8005882979	0.3690645052	0.8348584891	0.8536165636
998	0.8007120881	0.3690432015	0.8349466329	0.8536703415
999	0.8007256016	0.3690218612	0.8349506394	0.8536595859
1000	0.8006618159	0.368975877	0.8349145806	0.8536595859
1001	0.8006482982	0.3689255464	0.8349105741	0.8536703415
1002	0.8006985733	0.3688765228	0.8349426264	0.8536810971
1003	0.8008010913	0.368861717	0.8350187506	0.853734875
1004	0.8007198351	0.3687811017	0.834954646	0.8536810971
1005	0.8008686274	0.3687378227	0.8350387833	0.8536810971
1006	0.8007701015	0.3687020232	0.8349866983	0.8536918526
1007	0.8007410955	0.3686849905	0.8349666656	0.8536810971
1008	0.8007855961	0.3686591514	0.8350027244	0.8537133638
1009	0.800739114	0.3685904456	0.834954646	0.8536488303
1010	0.8008416165	0.3685256719	0.8350307702	0.8537026082
1011	0.8010870722	0.3684654487	0.8351950383	0.8537778973
1012	0.8009461022	0.3683834126	0.8351189141	0.8537886529
1013	0.8009325994	0.3683666111	0.8351149075	0.8537994084
1014	0.8012225317	0.3682218569	0.8353152345	0.8539069642
1015	0.8013307157	0.3682038562	0.8353873522	0.853939231
1016	0.8012805014	0.3681554777	0.8353552998	0.8539284754
1017	0.8012727519	0.3681484523	0.8353472868	0.8539177198
1018	0.8014041738	0.3681338653	0.8354434437	0.8539822533
1019	0.8012862358	0.3681105699	0.8353512933	0.8539069642
1020	0.8012862358	0.3681051039	0.8353512933	0.8539069642
1021	0.8014698772	0.3680527759	0.8354915222	0.85401452
1022	0.8015355755	0.3680304647	0.8355396006	0.8540467868
1023	0.8015278248	0.368025748	0.8355315876	0.8540360312
1024	0.8014756009	0.3679953224	0.8354875156	0.8539930089
1025	0.801417651	0.3679723217	0.8354474502	0.8539714977
1026	0.8014641529	0.3679362233	0.8354955287	0.8540360312
1027	0.8014874059	0.3678712544	0.8355195679	0.8540682979
1028	0.8014776277	0.3678318066	0.8354995352	0.8540252756
1029	0.8016555299	0.3677585936	0.8356437706	0.8541543426
1030	0.8015628929	0.3676868059	0.8355876791	0.854143587
1031	0.8019011609	0.3676432472	0.8358481041	0.854347943
1032	0.8019280697	0.3676017072	0.8358561172	0.8543264318
1033	0.8017040866	0.3675480762	0.8357038687	0.8542511428
1034	0.8016461383	0.3675372356	0.8356638033	0.8542296316
1035	0.8017852912	0.3674575886	0.8357679733	0.8543049207
1036	0.8018877048	0.3674207023	0.8358440976	0.8543586986
1037	0.8018546363	0.3673700194	0.8358000256	0.8542834095
1038	0.8018546363	0.3673612317	0.8358000256	0.8542834095
1039	0.8019280697	0.3673146472	0.8358561172	0.8543264318
1040	0.8019280697	0.3673100208	0.8358561172	0.8543264318
1041	0.8019859898	0.3672993109	0.8358961826	0.854347943
1042	0.8019725392	0.3672746679	0.835892176	0.8543586986
1043	0.8020537216	0.367251736	0.8359562807	0.8544124765
1044	0.8020071934	0.3671924446	0.8359082022	0.854347943
1045	0.8019994392	0.3671924443	0.8359001891	0.8543371874
1046	0.8019958034	0.3671229685	0.8359162153	0.8543909653
1047	0.8021173229	0.3670809056	0.8359923395	0.8544124765
1048	0.8022372727	0.3670467507	0.8360965095	0.8545200323
1049	0.8023685801	0.3670014792	0.8361926664	0.8545845657
1050	0.8023029289	0.3669489449	0.836144588	0.854552299
1051	0.8023685801	0.3669223217	0.8361926664	0.8545845657
1052	0.8022662232	0.3668921637	0.8361165422	0.8545307878
1053	0.8022972503	0.3668814909	0.8361485945	0.8545738102
1054	0.8023360374	0.3668743738	0.8361886599	0.8546275881
1055	0.802291571	0.3667960941	0.836152601	0.8545953213
1056	0.8023840944	0.3667627568	0.8362086926	0.8546060769
1057	0.8023954411	0.366703283	0.8362006795	0.8545630546
1058	0.8026466508	0.36663852	0.8364010064	0.8547351439
1059	0.80265021	0.3665922621	0.8363849803	0.854681366
1060	0.8026135199	0.3665413962	0.8363569345	0.8546598548
1061	0.8026424522	0.3665298197	0.8363769672	0.8546706104
1062	0.8025556511	0.3665098088	0.8363168691	0.8546383436
1063	0.802565503	0.3664572611	0.8363369018	0.854681366
1064	0.8027087251	0.366403101	0.8364651111	0.8548211885
1065	0.8026932056	0.3663891118	0.8364490849	0.8547996773
1066	0.8027376602	0.3663179269	0.8364851438	0.8548319441
1067	0.8027778986	0.3662925192	0.8364971634	0.8547996773
1068	0.8026565098	0.3662659021	0.8364210391	0.8547781662
1069	0.8026797885	0.3662475813	0.8364450784	0.8548104329
1070	0.8026720288	0.3662436385	0.8364370653	0.8547996773
1071	0.8026586103	0.3662160824	0.8364330588	0.8548104329
1072	0.8026508505	0.3661934904	0.8364250457	0.8547996773
1073	0.8026875483	0.3661836605	0.8364530914	0.8548211885
1074	0.8027531805	0.3661349513	0.8365011699	0.8548534552
1075	0.8028244574	0.3660625285	0.8365452418	0.8548642108
1076	0.8028032866	0.3660562954	0.8365332222	0.8548642108
1077	0.8028209181	0.3659923155	0.836561268	0.8549179887
1078	0.8028999517	0.3659396292	0.836613353	0.8549394999
1079	0.8028865441	0.3659178177	0.8366093465	0.8549502554
1080	0.8028999517	0.3658826345	0.836613353	0.8549394999
1081	0.8028787828	0.3658691635	0.8366013334	0.8549394999
1082	0.8028808971	0.3658402244	0.836613353	0.8549717666
1083	0.8028943056	0.3658198733	0.8366173595	0.854961011
1084	0.8028653738	0.3657546827	0.8365973268	0.8549502554
1085	0.8029366418	0.3656954614	0.8366413988	0.854961011
1086	0.8029444034	0.3656864523	0.8366494118	0.8549717666
1087	0.8029810927	0.3656710436	0.8366774576	0.8549932778
1088	0.8029698089	0.3655993951	0.8366854707	0.8550363001
1089	0.8029853344	0.3655839706	0.8367014968	0.8550578112
1090	0.8031109371	0.3655264449	0.8368016603	0.8551438559
1091	0.8030453172	0.3655228048	0.8367535818	0.8551115891
1092	0.8030897736	0.3654969339	0.8367896407	0.8551438559
1093	0.8031476272	0.3654605455	0.8368297061	0.855165367
1094	0.8031765519	0.3654229392	0.8368497388	0.8551761226
1095	0.8031843162	0.3654132092	0.8368577519	0.8551868782
1096	0.8031476272	0.3653574559	0.8368297061	0.855165367
1097	0.8034164898	0.3652788754	0.8370580788	0.8553912342
1098	0.8033664142	0.3652209489	0.8370260265	0.8553804786
1099	0.8033685595	0.3651839306	0.8370380461	0.8554127454
1100	0.8035196287	0.3650601056	0.8371742684	0.8555633235
1101	0.8037354266	0.3650061312	0.8373185038	0.855627857
1102	0.8037686778	0.3649527295	0.8373625757	0.855703146
1103	0.8037397635	0.3649249978	0.837342543	0.8556923904
1104	0.8037842202	0.3648718759	0.8373786019	0.8557246572
1105	0.8038554124	0.3648089691	0.8374226738	0.8557354127
1106	0.8038398701	0.3647991068	0.8374066476	0.8557139016
1107	0.8038765498	0.3647886558	0.8374346934	0.8557354127
1108	0.8038998642	0.3647752792	0.8374587327	0.8557676795
1109	0.8040098991	0.3647325712	0.83754287	0.855832213
1110	0.8040276307	0.3647021023	0.8375709157	0.8558859909
1111	0.8040499722	0.3646458649	0.8375548896	0.8557999462
1112	0.8040944151	0.364618106	0.8375909484	0.855832213
1113	0.8040599323	0.3645757396	0.8375749223	0.8558429685
1114	0.8039921703	0.3645266645	0.8375148242	0.8557784351
1115	0.8041155406	0.3644710162	0.837602968	0.855832213
1116	0.8040167008	0.3644035739	0.8375108177	0.8557246572
1117	0.8039377728	0.3643514137	0.8374587327	0.855703146
1118	0.8039188203	0.3642787752	0.8374587327	0.8557354127
1119	0.8039576778	0.3642670418	0.837498798	0.8557891906
1120	0.8039654497	0.3642595163	0.8375068111	0.8557999462
1121	0.8039020429	0.3642253857	0.8374707523	0.8557999462
1122	0.8040310302	0.3642023073	0.8375548896	0.855832213
1123	0.8040422005	0.3641475991	0.8375468765	0.8557891906
1124	0.8040788711	0.3641387596	0.8375749223	0.8558107018
1125	0.8041310851	0.3641049717	0.8376189942	0.8558537241
1126	0.8041910727	0.3640635321	0.8376710792	0.855907502
1127	0.804152209	0.3640377472	0.8376310138	0.8558537241
1128	0.8041733315	0.3640200887	0.8376430334	0.8558537241
1129	0.8042966693	0.3640051236	0.8377311773	0.855907502
1130	0.8043321718	0.3639685536	0.8377872688	0.8560150578
1131	0.8043243975	0.3639322026	0.8377792557	0.8560043022
1132	0.8042644088	0.3638753479	0.8377271707	0.8559505243
1133	0.8042644088	0.3638715593	0.8377271707	0.8559505243
1134	0.8042699811	0.3638595707	0.8377231642	0.8559290132
1135	0.8041310851	0.3638134045	0.8376189942	0.8558537241
1136	0.8041599814	0.3637778017	0.8376390269	0.8558644797
1137	0.8044955113	0.3636836201	0.8378874323	0.856036569
1138	0.8044166324	0.3636286241	0.8378353473	0.8560150578
1139	0.8044010843	0.3635890943	0.8378193211	0.8559935467
1140	0.8045377242	0.3635583749	0.8379114715	0.856036569
1141	0.8045243928	0.3635421967	0.837907465	0.8560473245
1142	0.804571042	0.3634910928	0.8379555434	0.856111858
1143	0.8048176008	0.3634621167	0.8381318311	0.8562194138
1144	0.8048331538	0.3634485527	0.8381478573	0.856240925
1145	0.8047221189	0.363405561	0.8380917658	0.8562624361
1146	0.8046754577	0.3633495723	0.8380436873	0.8561979027
1147	0.8047098841	0.3633095631	0.8380597135	0.8561871471
1148	0.8048142941	0.3632616146	0.8381478573	0.8562731917
1149	0.8048142941	0.3632525036	0.8381478573	0.8562731917
1150	0.8049287267	0.3632031655	0.8382560338	0.8564022587
1151	0.8048742777	0.363186627	0.8381999423	0.8563269696
1152	0.8048842952	0.3631708633	0.838219975	0.8563699919
1153	0.8049709128	0.3631437013	0.8382800731	0.8564022587
1154	0.8051408417	0.3630976024	0.8384162954	0.85652057
1155	0.80499425	0.3630525595	0.8383041123	0.8564345254
1156	0.8049731579	0.362978607	0.8382920927	0.8564345254
1157	0.804934263	0.3629310254	0.8382520273	0.8563807475
1158	0.8049608898	0.3628774405	0.8382600404	0.8563592364
1159	0.8049109278	0.3628558777	0.8382279881	0.8563484808
1160	0.8049764464	0.3628364654	0.8382760665	0.8563807475
1161	0.8050231201	0.3627786911	0.838324145	0.856445281
1162	0.805067548	0.3627053343	0.8383602039	0.8564775477
1163	0.8049920037	0.3626607444	0.8382920927	0.8564022587
1164	0.8053694517	0.3626103561	0.8385645373	0.8565743479
1165	0.8053739909	0.3625736519	0.8385885766	0.8566388814
1166	0.8053817725	0.3625469594	0.8385965896	0.856649637
1167	0.8054683349	0.362533688	0.8386566877	0.8566819037
1168	0.8054317004	0.3625009326	0.8386286419	0.8566603926
1169	0.8054294271	0.3624836927	0.8386166223	0.8566281258
1170	0.8056514914	0.3624483236	0.8387969166	0.8567894595
1171	0.8055150291	0.3623981596	0.8387047662	0.8567464372
1172	0.8055594471	0.3623709724	0.838740825	0.856778704
1173	0.8057004831	0.3623286311	0.8388570146	0.8568862597
1174	0.8055905812	0.3622770958	0.8387728773	0.8568217263
1175	0.8055383783	0.3622325128	0.8387288054	0.856778704
1176	0.8055250914	0.3622210239	0.8387247989	0.8567894595
1177	0.8056716346	0.3621685951	0.838836982	0.8568755042
1178	0.8056262895	0.3621083334	0.8388289689	0.8569292821
1179	0.8056574325	0.3620661977	0.8388610212	0.8569723044
1180	0.8056963646	0.3620256958	0.8389010866	0.8570260823
1181	0.8056620095	0.3620063833	0.8388850604	0.8570368379
1182	0.8056075037	0.3619603069	0.8388289689	0.8569615488
1183	0.8056574325	0.3619504697	0.8388610212	0.8569723044
1184	0.8057252203	0.3619167822	0.8389211193	0.8570368379
1185	0.8059084166	0.3618491574	0.8390613481	0.8571443937
1186	0.8059816877	0.3618096049	0.8391174397	0.857187416
1187	0.8060183217	0.3618065313	0.8391454854	0.8572089271
1188	0.8061048492	0.3617847342	0.8392055835	0.8572411939
1189	0.8060604304	0.361769205	0.8391695247	0.8572089271
1190	0.8060206325	0.3617032221	0.839157505	0.8572411939
1191	0.8060728471	0.3616727527	0.839201577	0.8572842162
1192	0.8060650573	0.3616693601	0.8391935639	0.8572734606
1193	0.8060284219	0.3616443466	0.8391655181	0.8572519494
1194	0.806059581	0.3616084598	0.8391975704	0.8572949718
1195	0.806051791	0.3615578924	0.8391895574	0.8572842162
1196	0.8060962174	0.3615263202	0.8392256162	0.8573164829
1197	0.8061040078	0.3615180651	0.8392336293	0.8573272385
1198	0.8061718074	0.3614757929	0.8392937274	0.857391772
1199	0.8061850689	0.3614544029	0.8392977339	0.8573810164
1200	0.8062793833	0.3614315895	0.8393658451	0.8574240387
1201	0.8063183428	0.3613732711	0.8394059104	0.8574778166
1202	0.8064516129	0.3613069597	0.839514087	0.8575746168
1203	0.8064360263	0.3612692147	0.8394980608	0.8575531057
1204	0.8064048549	0.3612123688	0.8394660085	0.8575100834
1205	0.8063183428	0.361149364	0.8394059104	0.8574778166
1206	0.8063736858	0.3611108068	0.8394339562	0.857467061
1207	0.8063783523	0.3610621271	0.8394579954	0.8575315945
1208	0.8063783523	0.3610529075	0.8394579954	0.8575315945
1209	0.8063783523	0.3610413731	0.8394579954	0.8575315945
1210	0.8063970624	0.3610157605	0.8394579954	0.8574993278
1211	0.8064781084	0.360981528	0.8395221001	0.8575531057
1212	0.8064781084	0.3609787851	0.8395221001	0.8575531057
1213	0.80640252	0.3609057578	0.8394539889	0.8574778166
1214	0.8063425192	0.3608813057	0.8394019039	0.8574240387
1215	0.8063713531	0.3608676352	0.8394219366	0.8574347943
1216	0.8064290166	0.3608453848	0.839462002	0.8574563055
1217	0.8064890143	0.3608282413	0.839514087	0.8575100834
1218	0.8065965278	0.3608127794	0.8395862047	0.8575423501
1219	0.8067328359	0.3607544892	0.8396783551	0.8575853724
1220	0.8065653589	0.3607353565	0.8395541524	0.8574993278
1221	0.80647343	0.3607212286	0.8394980608	0.8574885722
1222	0.8066121132	0.3606739288	0.8396022308	0.8575638613
1223	0.8065568068	0.3606209226	0.8395741851	0.8575746168
1224	0.8065357709	0.3606115577	0.8395621655	0.8575746168
1225	0.8065490137	0.3605857143	0.839566172	0.8575638613
1226	0.8065965278	0.3605446818	0.8395862047	0.8575423501
1227	0.8066643158	0.3604881357	0.8396463028	0.8576068836
1228	0.8069206024	0.3604326541	0.8398426232	0.8577574617
1229	0.8069673754	0.3603931773	0.8398907016	0.8578219952
1230	0.8068761985	0.3603348353	0.8398065643	0.8577251949
1231	0.806918236	0.360263163	0.8398306035	0.8577251949
1232	0.8069236639	0.3602560139	0.839826597	0.8577036838
1233	0.8072266464	0.3602084125	0.8400709959	0.8579187954
1234	0.8071768371	0.3601953056	0.8400389436	0.8579080398
1235	0.8071402353	0.3601867631	0.8400108978	0.8578865286
1236	0.807216465	0.3601318376	0.8400509632	0.8578757731
1237	0.8071510668	0.3601193833	0.8400028847	0.8578435063
1238	0.8071978441	0.3600938092	0.8400509632	0.8579080398
1239	0.8072788386	0.3600575705	0.8401150678	0.8579618177
1240	0.8072710414	0.3600432868	0.8401070547	0.8579510621
1241	0.8073574364	0.3599982491	0.8401671528	0.8579833289
1242	0.8074462177	0.3599598637	0.8402392705	0.8580478623
1243	0.8074042237	0.3599235374	0.8402152313	0.8580478623
1244	0.8073964254	0.3599054147	0.8402072182	0.8580371067
1245	0.8074252214	0.3598874716	0.8402272509	0.8580478623
1246	0.8074042237	0.3598715652	0.8402152313	0.8580478623
1247	0.807457015	0.3598469365	0.8402312574	0.85800484
1248	0.8074936024	0.3598161472	0.8402593032	0.8580263512
1249	0.8075643681	0.3597677223	0.8403033751	0.8580371067
1250	0.8075067956	0.3597585275	0.8402633097	0.8580155956
1251	0.8075979682	0.3596984164	0.840347447	0.8581123958
1252	0.8075691806	0.3596546905	0.8403274143	0.8581016402
1253	0.8075613819	0.3596472768	0.8403194013	0.8580908846
1254	0.8075691806	0.3596451243	0.8403274143	0.8581016402
1255	0.8076291647	0.3596287491	0.8403794993	0.8581554181
1256	0.8076213653	0.3596208237	0.8403714863	0.8581446625
1257	0.8076213653	0.359557708	0.8403714863	0.8581446625
1258	0.8076261856	0.3594862911	0.8403955255	0.858209196
1259	0.807662776	0.3594837092	0.8404235713	0.8582307072
1260	0.8075949856	0.3594675733	0.8403634732	0.8581661737
1261	0.8077413374	0.3594178285	0.8404756563	0.8582522183
1262	0.8077545207	0.3593870781	0.8404796628	0.8582414628
1263	0.8078666931	0.359314671	0.8405758197	0.858338263
1264	0.807816929	0.3592809067	0.8405437674	0.8583275074
1265	0.8078666931	0.3592568648	0.8405758197	0.858338263
1266	0.8079057033	0.3592372329	0.8406158851	0.8583920409
1267	0.8079369142	0.3592165613	0.8406479374	0.8584350632
1268	0.8079369142	0.3591701252	0.8406479374	0.8584350632
1269	0.8078613163	0.3591134089	0.8405798263	0.8583597741
1270	0.8078613163	0.3590942743	0.8405798263	0.8583597741
1271	0.8078691184	0.3590900378	0.8405878394	0.8583705297
1272	0.8078769207	0.3590597241	0.8405958524	0.8583812853
1273	0.8078193513	0.3590412016	0.840555787	0.8583597741
1274	0.8078715441	0.3590042871	0.840599859	0.8584027965
1275	0.8079242532	0.3589466688	0.8406158851	0.8583597741
1276	0.8078744948	0.3589099155	0.8405838328	0.8583490186
1277	0.8078954738	0.3588686267	0.8405958524	0.8583490186
1278	0.8078876721	0.3588450632	0.8405878394	0.858338263
1279	0.8079842401	0.3588002471	0.8406679701	0.858413552
1280	0.8080573983	0.3587883485	0.8407240617	0.8584565743
1281	0.8081461596	0.3587200735	0.8407961794	0.8585211078
1282	0.8081617675	0.3587006706	0.8408122055	0.858542619
1283	0.8082427239	0.3586545172	0.8408763101	0.8585963969
1284	0.8082505287	0.3586415708	0.8408843232	0.8586071525
1285	0.8082349192	0.3586061683	0.8408682971	0.8585856413
1286	0.8082271147	0.3586032585	0.840860284	0.8585748857
1287	0.8083943632	0.3585458543	0.8409844867	0.8586609304
1288	0.8083943632	0.3585037929	0.8409844867	0.8586609304
1289	0.8084465429	0.3584595743	0.8410285586	0.8587039527
1290	0.8084831105	0.3584260467	0.8410566044	0.8587254638
1291	0.8084411979	0.3583847477	0.8410325651	0.8587254638
1292	0.8083783183	0.3583385414	0.8409965063	0.8587254638
1293	0.8083129726	0.3583148109	0.8409484278	0.8586931971
1294	0.808315426	0.3582737418	0.8409604475	0.8587254638
1295	0.8082788461	0.3582172901	0.8409324017	0.8587039527
1296	0.8083363916	0.3582027203	0.8409724671	0.8587254638
1297	0.8083807758	0.3581778787	0.8410085259	0.8587577306
1298	0.8085924109	0.3581297941	0.8411687875	0.8588760419
1299	0.808566117	0.3580925366	0.8411607744	0.8588975531
1300	0.808587073	0.3580737257	0.841172794	0.8588975531
1301	0.8086992632	0.3580127547	0.8412689509	0.8589943533
1302	0.8086524069	0.3579994672	0.8412208725	0.8589298198
1303	0.8086889765	0.3579863977	0.8412489182	0.858951331
1304	0.8086889765	0.3579620949	0.8412489182	0.858951331
1305	0.8087049714	0.357913677	0.8412368986	0.8588867975
1306	0.8086552666	0.357891131	0.8412048463	0.8588760419
1307	0.8087308753	0.3578164703	0.8412729575	0.858951331
1308	0.8087859039	0.3577661787	0.8413010032	0.8589405754
1309	0.8087649595	0.3577221997	0.8412889836	0.8589405754
1310	0.8088249493	0.3576647551	0.8413410686	0.8589943533
1311	0.8088537015	0.3576462141	0.8413611013	0.8590051089
1312	0.809013062	0.3575946529	0.8414772909	0.859080398
1313	0.8090783593	0.3575705259	0.8415253694	0.8591126647
1314	0.8090052518	0.3575463768	0.8414692779	0.8590696424
1315	0.8089974417	0.3575349788	0.8414612648	0.8590588868
1316	0.808981822	0.3575229833	0.8414452386	0.8590373756
1317	0.8089296488	0.3574912809	0.8414011667	0.8589943533
1318	0.8090730488	0.3574432203	0.8415293759	0.8591341759
1319	0.8091592737	0.3573932526	0.841589474	0.8591664426
1320	0.8092036355	0.3573822079	0.8416255329	0.8591987093
1321	0.8090702379	0.3573297678	0.8415454021	0.8591879538
1322	0.8093051995	0.3572779915	0.8417297029	0.8593385319
1323	0.8093183113	0.3572676933	0.8417337094	0.8593277763
1324	0.8092814863	0.3572065983	0.8417337094	0.8593923098
1325	0.8092424155	0.3571871592	0.841693644	0.8593385319
1326	0.8092083663	0.3571457746	0.8416776179	0.8593492874
1327	0.8092996306	0.3570913345	0.8417617552	0.8594460877
1328	0.8092630684	0.3570530417	0.8417337094	0.8594245765
1329	0.8092655815	0.3570186004	0.841745729	0.8594568432
1330	0.8093361917	0.3569928607	0.841789801	0.8594675988
1331	0.8094014948	0.3569614828	0.8418378794	0.8594998656
1332	0.8092265052	0.3569299228	0.8417056636	0.8594030653
1333	0.8093336745	0.3568739152	0.8417777813	0.8594353321
1334	0.8094224205	0.3568417324	0.841849899	0.8594998656
1335	0.8094509177	0.3568242718	0.8418979775	0.8595966658
1336	0.8093909046	0.3568156181	0.8418458925	0.8595428879
1337	0.8094927694	0.3567913288	0.8419220167	0.8595966658
1338	0.8095893387	0.356779718	0.8420021475	0.8596719548
1339	0.8097355601	0.3567387666	0.8421143306	0.8597579995
1340	0.8097852063	0.3566992289	0.8421463829	0.859768755
1341	0.8098192088	0.356665888	0.8421624091	0.8597579995
1342	0.8097932073	0.3565975882	0.8421263502	0.859693466
1343	0.8097932073	0.3565865023	0.8421263502	0.859693466
1344	0.8098923008	0.3565427555	0.8422185006	0.8598010218
1345	0.8101348937	0.3564753875	0.8424388602	0.8600484001
1346	0.8101296381	0.3564625785	0.8424428668	0.8600699113
1347	0.8101609313	0.3564484456	0.8424749191	0.8601129336
1348	0.8100930897	0.35640634	0.842414821	0.8600484001
1349	0.8101218152	0.3563865405	0.8424348537	0.8600591557
1350	0.8101061698	0.3563517153	0.8424188275	0.8600376445
1351	0.8100383342	0.3562985163	0.8423587294	0.8599731111
1352	0.8101350145	0.3562717348	0.8424108144	0.8599623555
1353	0.8101219383	0.3562420244	0.8424068079	0.8599731111
1354	0.8101557936	0.3561914104	0.8424508798	0.8600484001
1355	0.8102132343	0.356177802	0.8424909452	0.8600699113
1356	0.8101688697	0.3561394351	0.8424548864	0.8600376445
1357	0.8101479711	0.3561272191	0.8424428668	0.8600376445
1358	0.8101583623	0.3560906298	0.8424628995	0.8600806668
1359	0.8103385019	0.3560512571	0.8425911087	0.8601559559
1360	0.8103072081	0.356030904	0.8425590564	0.8601129336
1361	0.8103123642	0.3559943105	0.8425830956	0.8601774671
1362	0.8101766921	0.3559481099	0.8424628995	0.8600484001
1363	0.8103777	0.3558927711	0.8426031283	0.8601236892
1364	0.8103724585	0.3558660778	0.8426071348	0.8601452003
1365	0.8104898852	0.3558143529	0.8426992852	0.8602204894
1366	0.8105185929	0.3557811997	0.8427193179	0.860231245
1367	0.8105290088	0.355731008	0.8427393506	0.8602742673
1368	0.8104455278	0.355709946	0.8426632264	0.8601882226
1369	0.8104220566	0.3556972976	0.8426391872	0.8601559559
1370	0.8104220566	0.3556950104	0.8426391872	0.8601559559
1371	0.8105055342	0.3556395985	0.8427153114	0.8602420005
1372	0.8104715884	0.3555858238	0.8426992852	0.8602527561
1373	0.810442876	0.3555281524	0.8426792525	0.8602420005
1374	0.8105394263	0.3554980318	0.8427593833	0.8603172896
1375	0.8105107149	0.3554529118	0.8427393506	0.860306534
1376	0.8104663513	0.3553992997	0.8427032918	0.8602742673
1377	0.810453288	0.3553829545	0.8426992852	0.8602850229
1378	0.8104976537	0.3553164538	0.8427353441	0.8603172896
1379	0.8105837883	0.3552940091	0.8427954422	0.8603495563
1380	0.8105472522	0.3552525078	0.8427673964	0.8603280452
1381	0.8106620841	0.3552250273	0.8428475272	0.8603710675
1382	0.8107299224	0.3551825984	0.8429076252	0.860435601
1383	0.8108290738	0.3551294751	0.8429717299	0.8604571121
1384	0.8107429719	0.3551037259	0.8429116318	0.8604248454
1385	0.8106464319	0.3550520603	0.842831501	0.8603495563
1386	0.8106829624	0.3550375112	0.8428595468	0.8603710675
1387	0.8107299224	0.3550144255	0.8429076252	0.860435601
1388	0.8106933905	0.3549987523	0.8428795795	0.8604140898
1389	0.8107873282	0.3549409389	0.8429476906	0.8604571121
1390	0.8108186386	0.3549317785	0.8429797429	0.8605001344
