iter	Passed	Remaining
1665	50989	10222
1666	51018	10191
1667	51043	10159
1668	51074	10129
1669	51103	10098
1670	51134	10067
1671	51161	10036
1672	51186	10004
1673	51222	9975
1674	51255	9945
1675	51288	9914
1676	51313	9883
1677	51342	9852
1678	51374	9822
1679	51407	9791
1680	51433	9760
1681	51471	9731
1682	51498	9699
1683	51527	9669
1684	51564	9639
1685	51596	9609
1686	51627	9578
1687	51659	9548
1688	51686	9517
1689	51722	9487
1690	51770	9460
1691	51840	9436
1692	51876	9407
1693	51909	9376
1694	51937	9345
1695	51970	9315
1696	52007	9285
1697	52033	9254
1698	52062	9223
1699	52098	9193
1700	52129	9163
1701	52176	9135
1702	52215	9106
1703	52251	9076
1704	52297	9048
1705	52329	9018
1706	52366	8988
1707	52399	8958
1708	52431	8927
1709	52464	8897
1710	52494	8866
1711	52544	8839
1712	52595	8811
1713	52640	8783
1714	52676	8753
1715	52713	8724
1716	52743	8693
1717	52769	8661
1718	52798	8630
1719	53006	8628
1720	53084	8605
1721	53114	8574
1722	53146	8544
1723	53176	8513
1724	53203	8481
1725	53228	8450
1726	53263	8419
1727	53290	8388
1728	53317	8356
1729	53355	8327
